Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Slot Name with Unit,Year,Month
20,20,Mead.Pool Elevation,02-28-2035 23:59:00,1155.78,Pool Elevation (ft),2035,February
20,20,Mead.Pool Elevation,03-31-2035 23:59:00,1153.58,Pool Elevation (ft),2035,March
20,20,Mead.Pool Elevation,04-30-2035 23:59:00,1150.80,Pool Elevation (ft),2035,April
20,20,Mead.Pool Elevation,05-31-2035 23:59:00,1148.57,Pool Elevation (ft),2035,May
20,20,Mead.Pool Elevation,06-30-2035 23:59:00,1146.19,Pool Elevation (ft),2035,June
20,20,Mead.Pool Elevation,07-31-2035 23:59:00,1148.39,Pool Elevation (ft),2035,July
20,20,Mead.Pool Elevation,08-31-2035 23:59:00,1156.73,Pool Elevation (ft),2035,August
20,20,Mead.Pool Elevation,09-30-2035 23:59:00,1162.91,Pool Elevation (ft),2035,September
20,20,Mead.Pool Elevation,10-31-2035 23:59:00,1163.53,Pool Elevation (ft),2035,October
20,20,Mead.Pool Elevation,11-30-2035 23:59:00,1163.38,Pool Elevation (ft),2035,November
20,20,Mead.Pool Elevation,12-31-2035 23:59:00,1163.54,Pool Elevation (ft),2035,December
20,20,Mead.Pool Elevation,01-31-2036 23:59:00,1163.28,Pool Elevation (ft),2036,January
20,20,Mead.Pool Elevation,02-29-2036 23:59:00,1161.88,Pool Elevation (ft),2036,February
20,20,Mead.Pool Elevation,03-31-2036 23:59:00,1159.55,Pool Elevation (ft),2036,March
20,20,Mead.Pool Elevation,04-30-2036 23:59:00,1156.01,Pool Elevation (ft),2036,April
20,20,Mead.Pool Elevation,05-31-2036 23:59:00,1153.96,Pool Elevation (ft),2036,May
20,20,Mead.Pool Elevation,06-30-2036 23:59:00,1151.65,Pool Elevation (ft),2036,June
20,20,Mead.Pool Elevation,07-31-2036 23:59:00,1150.71,Pool Elevation (ft),2036,July
20,20,Mead.Pool Elevation,08-31-2036 23:59:00,1150.43,Pool Elevation (ft),2036,August
20,20,Mead.Pool Elevation,09-30-2036 23:59:00,1150.66,Pool Elevation (ft),2036,September
20,20,Mead.Pool Elevation,10-31-2036 23:59:00,1151.69,Pool Elevation (ft),2036,October
20,20,Mead.Pool Elevation,11-30-2036 23:59:00,1151.61,Pool Elevation (ft),2036,November
20,20,Mead.Pool Elevation,12-31-2036 23:59:00,1151.59,Pool Elevation (ft),2036,December
20,20,Mead.Pool Elevation,01-31-2037 23:59:00,1152.34,Pool Elevation (ft),2037,January
20,20,Mead.Pool Elevation,02-28-2037 23:59:00,1152.15,Pool Elevation (ft),2037,February
20,20,Mead.Pool Elevation,03-31-2037 23:59:00,1151.73,Pool Elevation (ft),2037,March
20,20,Mead.Pool Elevation,04-30-2037 23:59:00,1149.56,Pool Elevation (ft),2037,April
20,20,Mead.Pool Elevation,05-31-2037 23:59:00,1148.48,Pool Elevation (ft),2037,May
20,20,Mead.Pool Elevation,06-30-2037 23:59:00,1146.78,Pool Elevation (ft),2037,June
20,20,Mead.Pool Elevation,07-31-2037 23:59:00,1145.91,Pool Elevation (ft),2037,July
20,20,Mead.Pool Elevation,08-31-2037 23:59:00,1145.86,Pool Elevation (ft),2037,August
20,20,Mead.Pool Elevation,09-30-2037 23:59:00,1145.41,Pool Elevation (ft),2037,September
20,20,Mead.Pool Elevation,10-31-2037 23:59:00,1146.23,Pool Elevation (ft),2037,October
20,20,Mead.Pool Elevation,11-30-2037 23:59:00,1147.23,Pool Elevation (ft),2037,November
20,20,Mead.Pool Elevation,12-31-2037 23:59:00,1148.33,Pool Elevation (ft),2037,December
20,20,Mead.Pool Elevation,01-31-2038 23:59:00,1148.42,Pool Elevation (ft),2038,January
20,20,Mead.Pool Elevation,02-28-2038 23:59:00,1147.57,Pool Elevation (ft),2038,February
20,20,Mead.Pool Elevation,03-31-2038 23:59:00,1145.00,Pool Elevation (ft),2038,March
20,20,Mead.Pool Elevation,04-30-2038 23:59:00,1141.99,Pool Elevation (ft),2038,April
20,20,Mead.Pool Elevation,05-31-2038 23:59:00,1139.87,Pool Elevation (ft),2038,May
20,20,Mead.Pool Elevation,06-30-2038 23:59:00,1137.33,Pool Elevation (ft),2038,June
20,20,Mead.Pool Elevation,07-31-2038 23:59:00,1136.93,Pool Elevation (ft),2038,July
20,20,Mead.Pool Elevation,08-31-2038 23:59:00,1137.57,Pool Elevation (ft),2038,August
20,20,Mead.Pool Elevation,09-30-2038 23:59:00,1137.55,Pool Elevation (ft),2038,September
20,20,Mead.Pool Elevation,10-31-2038 23:59:00,1138.54,Pool Elevation (ft),2038,October
20,20,Mead.Pool Elevation,11-30-2038 23:59:00,1138.55,Pool Elevation (ft),2038,November
20,20,Mead.Pool Elevation,12-31-2038 23:59:00,1138.87,Pool Elevation (ft),2038,December
20,20,Mead.Pool Elevation,01-31-2039 23:59:00,1138.59,Pool Elevation (ft),2039,January
20,20,Mead.Pool Elevation,02-28-2039 23:59:00,1137.69,Pool Elevation (ft),2039,February
20,20,Mead.Pool Elevation,03-31-2039 23:59:00,1135.60,Pool Elevation (ft),2039,March
20,20,Mead.Pool Elevation,04-30-2039 23:59:00,1132.13,Pool Elevation (ft),2039,April
20,20,Mead.Pool Elevation,05-31-2039 23:59:00,1130.54,Pool Elevation (ft),2039,May
20,20,Mead.Pool Elevation,06-30-2039 23:59:00,1128.35,Pool Elevation (ft),2039,June
20,20,Mead.Pool Elevation,07-31-2039 23:59:00,1127.39,Pool Elevation (ft),2039,July
20,20,Mead.Pool Elevation,08-31-2039 23:59:00,1126.96,Pool Elevation (ft),2039,August
20,20,Mead.Pool Elevation,09-30-2039 23:59:00,1126.15,Pool Elevation (ft),2039,September
20,20,Mead.Pool Elevation,10-31-2039 23:59:00,1126.76,Pool Elevation (ft),2039,October
20,20,Mead.Pool Elevation,11-30-2039 23:59:00,1126.81,Pool Elevation (ft),2039,November
20,20,Mead.Pool Elevation,12-31-2039 23:59:00,1126.81,Pool Elevation (ft),2039,December
20,20,Mead.Pool Elevation,01-31-2040 23:59:00,1127.58,Pool Elevation (ft),2040,January
20,20,Mead.Pool Elevation,02-29-2040 23:59:00,1126.94,Pool Elevation (ft),2040,February
20,20,Mead.Pool Elevation,03-31-2040 23:59:00,1125.20,Pool Elevation (ft),2040,March
20,20,Mead.Pool Elevation,04-30-2040 23:59:00,1121.57,Pool Elevation (ft),2040,April
20,20,Mead.Pool Elevation,05-31-2040 23:59:00,1119.42,Pool Elevation (ft),2040,May
20,20,Mead.Pool Elevation,06-30-2040 23:59:00,1117.24,Pool Elevation (ft),2040,June
20,20,Mead.Pool Elevation,07-31-2040 23:59:00,1116.22,Pool Elevation (ft),2040,July
20,20,Mead.Pool Elevation,08-31-2040 23:59:00,1116.93,Pool Elevation (ft),2040,August
20,20,Mead.Pool Elevation,09-30-2040 23:59:00,1116.69,Pool Elevation (ft),2040,September
20,20,Mead.Pool Elevation,10-31-2040 23:59:00,1117.83,Pool Elevation (ft),2040,October
20,20,Mead.Pool Elevation,11-30-2040 23:59:00,1118.00,Pool Elevation (ft),2040,November
20,20,Mead.Pool Elevation,12-31-2040 23:59:00,1118.21,Pool Elevation (ft),2040,December
20,20,Mead.Pool Elevation,01-31-2041 23:59:00,1118.53,Pool Elevation (ft),2041,January
20,20,Mead.Pool Elevation,02-28-2041 23:59:00,1117.48,Pool Elevation (ft),2041,February
20,20,Mead.Pool Elevation,03-31-2041 23:59:00,1116.68,Pool Elevation (ft),2041,March
20,20,Mead.Pool Elevation,04-30-2041 23:59:00,1113.94,Pool Elevation (ft),2041,April
20,20,Mead.Pool Elevation,05-31-2041 23:59:00,1111.19,Pool Elevation (ft),2041,May
20,20,Mead.Pool Elevation,06-30-2041 23:59:00,1108.74,Pool Elevation (ft),2041,June
20,20,Mead.Pool Elevation,07-31-2041 23:59:00,1107.97,Pool Elevation (ft),2041,July
20,20,Mead.Pool Elevation,08-31-2041 23:59:00,1107.62,Pool Elevation (ft),2041,August
20,20,Mead.Pool Elevation,09-30-2041 23:59:00,1106.97,Pool Elevation (ft),2041,September
20,20,Mead.Pool Elevation,10-31-2041 23:59:00,1108.07,Pool Elevation (ft),2041,October
20,20,Mead.Pool Elevation,11-30-2041 23:59:00,1108.43,Pool Elevation (ft),2041,November
20,20,Mead.Pool Elevation,12-31-2041 23:59:00,1108.98,Pool Elevation (ft),2041,December
20,20,Mead.Pool Elevation,01-31-2042 23:59:00,1109.66,Pool Elevation (ft),2042,January
20,20,Mead.Pool Elevation,02-28-2042 23:59:00,1109.25,Pool Elevation (ft),2042,February
20,20,Mead.Pool Elevation,03-31-2042 23:59:00,1107.15,Pool Elevation (ft),2042,March
20,20,Mead.Pool Elevation,04-30-2042 23:59:00,1103.94,Pool Elevation (ft),2042,April
20,20,Mead.Pool Elevation,05-31-2042 23:59:00,1101.98,Pool Elevation (ft),2042,May
20,20,Mead.Pool Elevation,06-30-2042 23:59:00,1099.91,Pool Elevation (ft),2042,June
20,20,Mead.Pool Elevation,07-31-2042 23:59:00,1099.90,Pool Elevation (ft),2042,July
20,20,Mead.Pool Elevation,08-31-2042 23:59:00,1101.08,Pool Elevation (ft),2042,August
20,20,Mead.Pool Elevation,09-30-2042 23:59:00,1101.20,Pool Elevation (ft),2042,September
20,20,Mead.Pool Elevation,10-31-2042 23:59:00,1103.85,Pool Elevation (ft),2042,October
20,20,Mead.Pool Elevation,11-30-2042 23:59:00,1104.75,Pool Elevation (ft),2042,November
20,20,Mead.Pool Elevation,12-31-2042 23:59:00,1105.55,Pool Elevation (ft),2042,December
20,20,Mead.Pool Elevation,01-31-2043 23:59:00,1111.19,Pool Elevation (ft),2043,January
20,20,Mead.Pool Elevation,02-28-2043 23:59:00,1114.99,Pool Elevation (ft),2043,February
20,20,Mead.Pool Elevation,03-31-2043 23:59:00,1115.97,Pool Elevation (ft),2043,March
20,20,Mead.Pool Elevation,04-30-2043 23:59:00,1114.46,Pool Elevation (ft),2043,April
20,20,Mead.Pool Elevation,05-31-2043 23:59:00,1114.14,Pool Elevation (ft),2043,May
20,20,Mead.Pool Elevation,06-30-2043 23:59:00,1112.37,Pool Elevation (ft),2043,June
20,20,Mead.Pool Elevation,07-31-2043 23:59:00,1112.09,Pool Elevation (ft),2043,July
20,20,Mead.Pool Elevation,08-31-2043 23:59:00,1113.58,Pool Elevation (ft),2043,August
20,20,Mead.Pool Elevation,09-30-2043 23:59:00,1113.79,Pool Elevation (ft),2043,September
20,20,Mead.Pool Elevation,10-31-2043 23:59:00,1115.95,Pool Elevation (ft),2043,October
20,20,Mead.Pool Elevation,11-30-2043 23:59:00,1116.63,Pool Elevation (ft),2043,November
20,20,Mead.Pool Elevation,12-31-2043 23:59:00,1117.31,Pool Elevation (ft),2043,December
20,20,Mead.Pool Elevation,01-31-2044 23:59:00,1117.21,Pool Elevation (ft),2044,January
20,20,Mead.Pool Elevation,02-29-2044 23:59:00,1116.23,Pool Elevation (ft),2044,February
20,20,Mead.Pool Elevation,03-31-2044 23:59:00,1113.59,Pool Elevation (ft),2044,March
20,20,Mead.Pool Elevation,04-30-2044 23:59:00,1110.35,Pool Elevation (ft),2044,April
20,20,Mead.Pool Elevation,05-31-2044 23:59:00,1107.73,Pool Elevation (ft),2044,May
20,20,Mead.Pool Elevation,06-30-2044 23:59:00,1104.79,Pool Elevation (ft),2044,June
20,20,Mead.Pool Elevation,07-31-2044 23:59:00,1104.07,Pool Elevation (ft),2044,July
20,20,Mead.Pool Elevation,08-31-2044 23:59:00,1104.43,Pool Elevation (ft),2044,August
20,20,Mead.Pool Elevation,09-30-2044 23:59:00,1104.81,Pool Elevation (ft),2044,September
20,20,Mead.Pool Elevation,10-31-2044 23:59:00,1107.75,Pool Elevation (ft),2044,October
20,20,Mead.Pool Elevation,11-30-2044 23:59:00,1109.60,Pool Elevation (ft),2044,November
20,20,Mead.Pool Elevation,12-31-2044 23:59:00,1110.60,Pool Elevation (ft),2044,December
20,20,Mead.Pool Elevation,01-31-2045 23:59:00,1110.85,Pool Elevation (ft),2045,January
20,20,Mead.Pool Elevation,02-28-2045 23:59:00,1110.29,Pool Elevation (ft),2045,February
20,20,Mead.Pool Elevation,03-31-2045 23:59:00,1107.93,Pool Elevation (ft),2045,March
20,20,Mead.Pool Elevation,04-30-2045 23:59:00,1104.96,Pool Elevation (ft),2045,April
20,20,Mead.Pool Elevation,05-31-2045 23:59:00,1102.69,Pool Elevation (ft),2045,May
20,20,Mead.Pool Elevation,06-30-2045 23:59:00,1100.04,Pool Elevation (ft),2045,June
20,20,Mead.Pool Elevation,07-31-2045 23:59:00,1099.64,Pool Elevation (ft),2045,July
20,20,Mead.Pool Elevation,08-31-2045 23:59:00,1100.53,Pool Elevation (ft),2045,August
20,20,Mead.Pool Elevation,09-30-2045 23:59:00,1101.34,Pool Elevation (ft),2045,September
20,20,Mead.Pool Elevation,10-31-2045 23:59:00,1104.86,Pool Elevation (ft),2045,October
20,20,Mead.Pool Elevation,11-30-2045 23:59:00,1107.15,Pool Elevation (ft),2045,November
20,20,Mead.Pool Elevation,12-31-2045 23:59:00,1108.55,Pool Elevation (ft),2045,December
20,20,Mead.Pool Elevation,01-31-2046 23:59:00,1109.03,Pool Elevation (ft),2046,January
20,20,Mead.Pool Elevation,02-28-2046 23:59:00,1108.32,Pool Elevation (ft),2046,February
20,20,Mead.Pool Elevation,03-31-2046 23:59:00,1107.22,Pool Elevation (ft),2046,March
20,20,Mead.Pool Elevation,04-30-2046 23:59:00,1104.26,Pool Elevation (ft),2046,April
20,20,Mead.Pool Elevation,05-31-2046 23:59:00,1102.42,Pool Elevation (ft),2046,May
20,20,Mead.Pool Elevation,06-30-2046 23:59:00,1100.40,Pool Elevation (ft),2046,June
20,20,Mead.Pool Elevation,07-31-2046 23:59:00,1100.70,Pool Elevation (ft),2046,July
20,20,Mead.Pool Elevation,08-31-2046 23:59:00,1102.53,Pool Elevation (ft),2046,August
20,20,Mead.Pool Elevation,09-30-2046 23:59:00,1102.79,Pool Elevation (ft),2046,September
20,20,Mead.Pool Elevation,10-31-2046 23:59:00,1105.10,Pool Elevation (ft),2046,October
20,20,Mead.Pool Elevation,11-30-2046 23:59:00,1106.65,Pool Elevation (ft),2046,November
20,20,Mead.Pool Elevation,12-31-2046 23:59:00,1108.01,Pool Elevation (ft),2046,December
20,20,Mead.Pool Elevation,01-31-2047 23:59:00,1109.15,Pool Elevation (ft),2047,January
20,20,Mead.Pool Elevation,02-28-2047 23:59:00,1108.76,Pool Elevation (ft),2047,February
20,20,Mead.Pool Elevation,03-31-2047 23:59:00,1107.61,Pool Elevation (ft),2047,March
20,20,Mead.Pool Elevation,04-30-2047 23:59:00,1104.65,Pool Elevation (ft),2047,April
20,20,Mead.Pool Elevation,05-31-2047 23:59:00,1103.00,Pool Elevation (ft),2047,May
20,20,Mead.Pool Elevation,06-30-2047 23:59:00,1100.85,Pool Elevation (ft),2047,June
20,20,Mead.Pool Elevation,07-31-2047 23:59:00,1101.59,Pool Elevation (ft),2047,July
20,20,Mead.Pool Elevation,08-31-2047 23:59:00,1103.69,Pool Elevation (ft),2047,August
20,20,Mead.Pool Elevation,09-30-2047 23:59:00,1105.00,Pool Elevation (ft),2047,September
20,20,Mead.Pool Elevation,10-31-2047 23:59:00,1107.35,Pool Elevation (ft),2047,October
20,20,Mead.Pool Elevation,11-30-2047 23:59:00,1109.67,Pool Elevation (ft),2047,November
20,20,Mead.Pool Elevation,12-31-2047 23:59:00,1110.56,Pool Elevation (ft),2047,December
20,20,Mead.Pool Elevation,01-31-2048 23:59:00,1112.65,Pool Elevation (ft),2048,January
20,20,Mead.Pool Elevation,02-29-2048 23:59:00,1112.87,Pool Elevation (ft),2048,February
20,20,Mead.Pool Elevation,03-31-2048 23:59:00,1112.41,Pool Elevation (ft),2048,March
20,20,Mead.Pool Elevation,04-30-2048 23:59:00,1111.10,Pool Elevation (ft),2048,April
20,20,Mead.Pool Elevation,05-31-2048 23:59:00,1110.08,Pool Elevation (ft),2048,May
20,20,Mead.Pool Elevation,06-30-2048 23:59:00,1108.73,Pool Elevation (ft),2048,June
20,20,Mead.Pool Elevation,07-31-2048 23:59:00,1108.75,Pool Elevation (ft),2048,July
20,20,Mead.Pool Elevation,08-31-2048 23:59:00,1110.69,Pool Elevation (ft),2048,August
20,20,Mead.Pool Elevation,09-30-2048 23:59:00,1111.54,Pool Elevation (ft),2048,September
20,20,Mead.Pool Elevation,10-31-2048 23:59:00,1114.59,Pool Elevation (ft),2048,October
20,20,Mead.Pool Elevation,11-30-2048 23:59:00,1115.58,Pool Elevation (ft),2048,November
20,20,Mead.Pool Elevation,12-31-2048 23:59:00,1119.02,Pool Elevation (ft),2048,December
20,20,Mead.Pool Elevation,01-31-2049 23:59:00,1120.63,Pool Elevation (ft),2049,January
20,20,Mead.Pool Elevation,02-28-2049 23:59:00,1120.94,Pool Elevation (ft),2049,February
20,20,Mead.Pool Elevation,03-31-2049 23:59:00,1120.15,Pool Elevation (ft),2049,March
20,20,Mead.Pool Elevation,04-30-2049 23:59:00,1117.41,Pool Elevation (ft),2049,April
20,20,Mead.Pool Elevation,05-31-2049 23:59:00,1115.90,Pool Elevation (ft),2049,May
20,20,Mead.Pool Elevation,06-30-2049 23:59:00,1114.47,Pool Elevation (ft),2049,June
20,20,Mead.Pool Elevation,07-31-2049 23:59:00,1114.36,Pool Elevation (ft),2049,July
20,20,Mead.Pool Elevation,08-31-2049 23:59:00,1116.37,Pool Elevation (ft),2049,August
20,20,Mead.Pool Elevation,09-30-2049 23:59:00,1117.24,Pool Elevation (ft),2049,September
20,20,Mead.Pool Elevation,10-31-2049 23:59:00,1119.85,Pool Elevation (ft),2049,October
20,20,Mead.Pool Elevation,11-30-2049 23:59:00,1121.37,Pool Elevation (ft),2049,November
20,20,Mead.Pool Elevation,12-31-2049 23:59:00,1122.56,Pool Elevation (ft),2049,December
20,20,Mead.Pool Elevation,01-31-2050 23:59:00,1119.59,Pool Elevation (ft),2050,January
20,20,Mead.Pool Elevation,02-28-2050 23:59:00,1115.77,Pool Elevation (ft),2050,February
20,20,Mead.Pool Elevation,03-31-2050 23:59:00,1110.90,Pool Elevation (ft),2050,March
20,20,Mead.Pool Elevation,04-30-2050 23:59:00,1105.00,Pool Elevation (ft),2050,April
20,20,Mead.Pool Elevation,05-31-2050 23:59:00,1100.10,Pool Elevation (ft),2050,May
20,20,Mead.Pool Elevation,06-30-2050 23:59:00,1094.53,Pool Elevation (ft),2050,June
20,20,Mead.Pool Elevation,07-31-2050 23:59:00,1091.65,Pool Elevation (ft),2050,July
20,20,Mead.Pool Elevation,08-31-2050 23:59:00,1090.20,Pool Elevation (ft),2050,August
20,20,Mead.Pool Elevation,09-30-2050 23:59:00,1088.24,Pool Elevation (ft),2050,September
20,20,Mead.Pool Elevation,10-31-2050 23:59:00,1091.69,Pool Elevation (ft),2050,October
20,20,Mead.Pool Elevation,11-30-2050 23:59:00,1093.87,Pool Elevation (ft),2050,November
20,20,Mead.Pool Elevation,12-31-2050 23:59:00,1095.40,Pool Elevation (ft),2050,December
20,20,Mead.Pool Elevation,01-31-2051 23:59:00,1092.34,Pool Elevation (ft),2051,January
20,20,Mead.Pool Elevation,02-28-2051 23:59:00,1088.33,Pool Elevation (ft),2051,February
20,20,Mead.Pool Elevation,03-31-2051 23:59:00,1083.21,Pool Elevation (ft),2051,March
20,20,Mead.Pool Elevation,04-30-2051 23:59:00,1076.99,Pool Elevation (ft),2051,April
20,20,Mead.Pool Elevation,05-31-2051 23:59:00,1071.83,Pool Elevation (ft),2051,May
20,20,Mead.Pool Elevation,06-30-2051 23:59:00,1065.93,Pool Elevation (ft),2051,June
20,20,Mead.Pool Elevation,07-31-2051 23:59:00,1063.07,Pool Elevation (ft),2051,July
20,20,Mead.Pool Elevation,08-31-2051 23:59:00,1061.95,Pool Elevation (ft),2051,August
20,20,Mead.Pool Elevation,09-30-2051 23:59:00,1060.34,Pool Elevation (ft),2051,September
20,20,Mead.Pool Elevation,10-31-2051 23:59:00,1064.82,Pool Elevation (ft),2051,October
20,20,Mead.Pool Elevation,11-30-2051 23:59:00,1067.71,Pool Elevation (ft),2051,November
20,20,Mead.Pool Elevation,12-31-2051 23:59:00,1069.76,Pool Elevation (ft),2051,December
20,20,Mead.Pool Elevation,01-31-2052 23:59:00,1067.26,Pool Elevation (ft),2052,January
20,20,Mead.Pool Elevation,02-29-2052 23:59:00,1063.66,Pool Elevation (ft),2052,February
20,20,Mead.Pool Elevation,03-31-2052 23:59:00,1058.75,Pool Elevation (ft),2052,March
20,20,Mead.Pool Elevation,04-30-2052 23:59:00,1051.96,Pool Elevation (ft),2052,April
20,20,Mead.Pool Elevation,05-31-2052 23:59:00,1046.53,Pool Elevation (ft),2052,May
20,20,Mead.Pool Elevation,06-30-2052 23:59:00,1040.22,Pool Elevation (ft),2052,June
20,20,Mead.Pool Elevation,07-31-2052 23:59:00,1037.13,Pool Elevation (ft),2052,July
20,20,Mead.Pool Elevation,08-31-2052 23:59:00,1035.86,Pool Elevation (ft),2052,August
20,20,Mead.Pool Elevation,09-30-2052 23:59:00,1035.02,Pool Elevation (ft),2052,September
20,20,Mead.Pool Elevation,10-31-2052 23:59:00,1039.92,Pool Elevation (ft),2052,October
20,20,Mead.Pool Elevation,11-30-2052 23:59:00,1044.44,Pool Elevation (ft),2052,November
20,20,Mead.Pool Elevation,12-31-2052 23:59:00,1046.52,Pool Elevation (ft),2052,December
20,20,Mead.Pool Elevation,01-31-2053 23:59:00,1044.00,Pool Elevation (ft),2053,January
20,20,Mead.Pool Elevation,02-28-2053 23:59:00,1040.48,Pool Elevation (ft),2053,February
20,20,Mead.Pool Elevation,03-31-2053 23:59:00,1035.10,Pool Elevation (ft),2053,March
20,20,Mead.Pool Elevation,04-30-2053 23:59:00,1027.16,Pool Elevation (ft),2053,April
20,20,Mead.Pool Elevation,05-31-2053 23:59:00,1020.51,Pool Elevation (ft),2053,May
20,20,Mead.Pool Elevation,06-30-2053 23:59:00,1013.63,Pool Elevation (ft),2053,June
20,20,Mead.Pool Elevation,07-31-2053 23:59:00,1008.36,Pool Elevation (ft),2053,July
20,20,Mead.Pool Elevation,08-31-2053 23:59:00,1013.54,Pool Elevation (ft),2053,August
20,20,Mead.Pool Elevation,09-30-2053 23:59:00,1016.89,Pool Elevation (ft),2053,September
20,20,Mead.Pool Elevation,10-31-2053 23:59:00,1022.52,Pool Elevation (ft),2053,October
20,20,Mead.Pool Elevation,11-30-2053 23:59:00,1026.41,Pool Elevation (ft),2053,November
20,20,Mead.Pool Elevation,12-31-2053 23:59:00,1029.27,Pool Elevation (ft),2053,December
20,20,Mead.Pool Elevation,01-31-2054 23:59:00,1028.76,Pool Elevation (ft),2054,January
20,20,Mead.Pool Elevation,02-28-2054 23:59:00,1028.58,Pool Elevation (ft),2054,February
20,20,Mead.Pool Elevation,03-31-2054 23:59:00,1025.38,Pool Elevation (ft),2054,March
20,20,Mead.Pool Elevation,04-30-2054 23:59:00,1021.01,Pool Elevation (ft),2054,April
20,20,Mead.Pool Elevation,05-31-2054 23:59:00,1016.25,Pool Elevation (ft),2054,May
20,20,Mead.Pool Elevation,06-30-2054 23:59:00,1008.95,Pool Elevation (ft),2054,June
20,20,Mead.Pool Elevation,07-31-2054 23:59:00,1004.89,Pool Elevation (ft),2054,July
20,20,Mead.Pool Elevation,08-31-2054 23:59:00,1015.73,Pool Elevation (ft),2054,August
20,20,Mead.Pool Elevation,09-30-2054 23:59:00,1022.45,Pool Elevation (ft),2054,September
20,20,Mead.Pool Elevation,10-31-2054 23:59:00,1028.35,Pool Elevation (ft),2054,October
20,20,Mead.Pool Elevation,11-30-2054 23:59:00,1032.31,Pool Elevation (ft),2054,November
20,20,Mead.Pool Elevation,12-31-2054 23:59:00,1035.59,Pool Elevation (ft),2054,December
20,20,Mead.Pool Elevation,01-31-2055 23:59:00,1036.12,Pool Elevation (ft),2055,January
20,20,Mead.Pool Elevation,02-28-2055 23:59:00,1034.63,Pool Elevation (ft),2055,February
20,20,Mead.Pool Elevation,03-31-2055 23:59:00,1032.33,Pool Elevation (ft),2055,March
20,20,Mead.Pool Elevation,04-30-2055 23:59:00,1029.23,Pool Elevation (ft),2055,April
20,20,Mead.Pool Elevation,05-31-2055 23:59:00,1024.43,Pool Elevation (ft),2055,May
20,20,Mead.Pool Elevation,06-30-2055 23:59:00,1017.96,Pool Elevation (ft),2055,June
20,20,Mead.Pool Elevation,07-31-2055 23:59:00,1014.74,Pool Elevation (ft),2055,July
20,20,Mead.Pool Elevation,08-31-2055 23:59:00,1022.75,Pool Elevation (ft),2055,August
20,20,Mead.Pool Elevation,09-30-2055 23:59:00,1029.14,Pool Elevation (ft),2055,September
20,20,Mead.Pool Elevation,10-31-2055 23:59:00,1034.97,Pool Elevation (ft),2055,October
20,20,Mead.Pool Elevation,11-30-2055 23:59:00,1037.81,Pool Elevation (ft),2055,November
20,20,Mead.Pool Elevation,12-31-2055 23:59:00,1043.42,Pool Elevation (ft),2055,December
20,20,Mead.Pool Elevation,01-31-2056 23:59:00,1045.68,Pool Elevation (ft),2056,January
20,20,Mead.Pool Elevation,02-29-2056 23:59:00,1046.32,Pool Elevation (ft),2056,February
20,20,Mead.Pool Elevation,03-31-2056 23:59:00,1045.67,Pool Elevation (ft),2056,March
20,20,Mead.Pool Elevation,04-30-2056 23:59:00,1041.80,Pool Elevation (ft),2056,April
20,20,Mead.Pool Elevation,05-31-2056 23:59:00,1039.84,Pool Elevation (ft),2056,May
20,20,Mead.Pool Elevation,06-30-2056 23:59:00,1038.67,Pool Elevation (ft),2056,June
20,20,Mead.Pool Elevation,07-31-2056 23:59:00,1038.94,Pool Elevation (ft),2056,July
20,20,Mead.Pool Elevation,08-31-2056 23:59:00,1042.33,Pool Elevation (ft),2056,August
20,20,Mead.Pool Elevation,09-30-2056 23:59:00,1044.17,Pool Elevation (ft),2056,September
20,20,Mead.Pool Elevation,10-31-2056 23:59:00,1049.54,Pool Elevation (ft),2056,October
20,20,Mead.Pool Elevation,11-30-2056 23:59:00,1052.67,Pool Elevation (ft),2056,November
20,20,Mead.Pool Elevation,12-31-2056 23:59:00,1055.00,Pool Elevation (ft),2056,December
20,20,Mead.Pool Elevation,01-31-2057 23:59:00,1054.89,Pool Elevation (ft),2057,January
20,20,Mead.Pool Elevation,02-28-2057 23:59:00,1054.51,Pool Elevation (ft),2057,February
20,20,Mead.Pool Elevation,03-31-2057 23:59:00,1051.64,Pool Elevation (ft),2057,March
20,20,Mead.Pool Elevation,04-30-2057 23:59:00,1048.88,Pool Elevation (ft),2057,April
20,20,Mead.Pool Elevation,05-31-2057 23:59:00,1046.00,Pool Elevation (ft),2057,May
20,20,Mead.Pool Elevation,06-30-2057 23:59:00,1044.26,Pool Elevation (ft),2057,June
20,20,Mead.Pool Elevation,07-31-2057 23:59:00,1046.64,Pool Elevation (ft),2057,July
20,20,Mead.Pool Elevation,08-31-2057 23:59:00,1058.81,Pool Elevation (ft),2057,August
20,20,Mead.Pool Elevation,09-30-2057 23:59:00,1068.06,Pool Elevation (ft),2057,September
20,20,Mead.Pool Elevation,10-31-2057 23:59:00,1072.55,Pool Elevation (ft),2057,October
20,20,Mead.Pool Elevation,11-30-2057 23:59:00,1075.63,Pool Elevation (ft),2057,November
20,20,Mead.Pool Elevation,12-31-2057 23:59:00,1078.09,Pool Elevation (ft),2057,December
20,20,Mead.Pool Elevation,01-31-2058 23:59:00,1078.94,Pool Elevation (ft),2058,January
20,20,Mead.Pool Elevation,02-28-2058 23:59:00,1078.61,Pool Elevation (ft),2058,February
20,20,Mead.Pool Elevation,03-31-2058 23:59:00,1076.14,Pool Elevation (ft),2058,March
20,20,Mead.Pool Elevation,04-30-2058 23:59:00,1072.82,Pool Elevation (ft),2058,April
